variant_id,stop_id
837810,1249
837810,3134
837812,3906
837812,3104
837812,3526
837812,547
837812,242
837812,5155
837812,2479
837818,3514
837818,396
837821,818
837821,4381
837831,1233
837831,3105
837831,509
837833,3105
837833,927
837876,576
837876,567
837877,582
837877,568
837877,575
837877,4892
837943,3008
837943,891
837943,1138
837943,3412
837943,211
837943,240
837943,3518
837943,3104
837943,509
837943,3526
837943,546
837943,27
837953,2528
837953,481
837956,1230
837956,3421
837956,707
837956,613
837956,637
837959,1215
837959,481
837962,3008
837962,891
837962,1138
837962,3412
837962,211
837962,240
837962,3518
837964,3008
837964,891
837964,1138
837964,211
837964,240
837964,3518
837969,1248
837969,711
837969,3420
837974,91
837974,798
837974,994
837975,91
837975,798
837975,994
837977,4291
837977,4277
837977,1933
837977,4279
837977,2666
837977,4401
837977,3813
837977,335
837978,334
837978,3812
837978,4400
837978,2665
837978,4280
837978,1934
837978,4278
837979,334
837979,3812
837979,4400
837979,2665
837979,4280
837979,1934
837979,4278
837980,4277
837980,1933
837980,4279
837980,2666
837980,4401
837980,3813
837980,335
837986,148
838039,334
838039,3812
838039,4400
838039,2665
838039,4280
838039,1934
838039,4278
838039,4754
838039,4287
838044,2274
838044,3415
838044,2828
838044,707
838044,613
838044,4652
838044,638
838044,700
838049,469
838049,5107
838049,3906
838049,3104
838049,3526
838049,547
838049,242
838049,5155
838049,2479
838050,1901
838050,604
838050,708
838050,711
838050,3420
838058,4652
838058,1892
838058,603
838058,1900
838059,4652
838059,637
838059,666
838059,212
838059,5296
838059,271
838059,281
838059,812
838062,575
838062,977
838062,2028
838062,1330
838062,3517
838062,3105
838062,927
838072,1188
838072,711
838072,3421
838072,2305
838079,3422
838103,650
838103,665
838108,1249
838108,3134
838116,2899
838116,55
838116,2274
838116,2304
838116,3415
838116,2828
838116,707
838116,626
838118,494
838136,666
838136,212
838136,5296
838136,271
838136,281
838136,812
838138,666
838138,212
838138,5296
838138,271
838140,1149
838140,1865
838140,5297
838140,1142
838140,824
838140,639
838140,3895
838145,1160
838147,1248
838147,708
838147,711
838147,3421
838147,2305
838147,728
838154,5297
838155,1901
838155,604
838155,708
838155,711
838155,3422
838157,642
838157,636
838157,1312
838157,1176
838157,4517
838157,4893
838157,1901
838157,604
838157,605
838157,708
838157,711
838157,3421
838162,1160
838162,639
838162,3899
838162,1892
838162,604
838162,934
838162,568
838163,568
838163,1189
838163,935
838163,707
838163,613
838163,4652
838163,637
838163,644
838163,1329
838163,665
838170,1160
838170,639
838170,3899
838170,1892
838170,604
838170,934
838170,2117
838170,568
838185,824
838185,1164
838186,1163
838186,666
838192,2342
838196,3420
838196,2782
838196,4566
838196,4256
838196,2115
838229,1581
838229,1502
838229,2355
838269,2838
838269,3476
838269,74
838269,1025
838271,83
838271,2482
838271,73
838279,74
838279,1025
838280,74
838280,1025
838281,74
838281,1025
838299,1901
838299,604
838299,708
838299,711
838299,3421
838299,2305
838299,2871
838301,1160
838301,824
838301,651
838301,3517
838301,508
838301,3106
838301,3514
838301,3901
838304,1160
838304,824
838304,651
838304,3517
838304,508
838304,3106
838304,3514
838304,3901
838316,603
838320,3514
838320,508
838320,480
838320,347
838320,2666
838320,4389
838320,4825
838320,2010
838320,4738
838321,2011
838321,4827
838321,4389
838321,2665
838321,348
838321,481
838321,509
838326,4255
838326,2934
838326,2781
838326,3415
838332,3421
838332,728
838332,4596
838332,3668
838332,1979
838332,3669
838332,3706
838332,3709
838332,1081
838332,3064
838332,3672
838332,4422
838346,3134
838346,481
838346,3891
838346,2341
838347,2011
838347,4400
838347,348
838347,1215
838347,481
838348,378
838348,3890
838348,480
838348,2955
838348,3134
838351,480
838351,347
838351,2666
838351,4401
838351,2010
838351,864
838398,378
838398,864
838398,327
838398,2816
838398,546
838398,4893
838398,1901
838398,604
838398,711
838398,3421
838398,2305
838399,2274
838399,3415
838399,2828
838399,603
838399,4892
838399,1330
838399,2815
838399,3891
838399,2342
838400,116
838400,788
838400,1142
838400,665
838402,2528
838402,481
838402,3891
838402,3933
838402,3182
838402,2855
838402,1174
838402,1142
838402,2172
838402,675
838402,5108
838410,2274
838410,3415
838410,2828
838410,603
838410,4892
838410,1330
838410,2815
838411,2274
838411,3415
838411,2828
838411,603
838411,4892
838411,1330
838411,2815
838416,2172
838416,675
838417,637
838417,2172
838417,675
838421,2172
838421,675
838421,5108
838431,1160
838431,824
838431,651
838431,3517
838431,508
838478,1901
838478,604
838478,708
838478,711
838478,3422
838478,4431
838478,4523
838478,3641
838478,4254
838480,1093
838480,4254
838480,4566
838480,3608
838480,4432
838480,3415
838480,2828
838480,707
838480,603
838501,3628
838501,4554
838501,3617
838501,3603
838501,3596
838501,3598
838501,4590
838501,2506
838501,3415
838501,2828
838501,707
838501,1819
838509,1092
838509,2255
838509,4660
838509,4566
838509,3608
838509,4432
838509,3415
838509,2828
838509,707
838509,603
838533,1398
838533,3522
838533,1418
838533,2031
838533,1868
838534,4573
838534,1580
838534,1419
838534,4897
838535,1398
838535,1541
838535,1579
838535,1868
838538,1751
838538,2032
838538,1596
838538,5179
838538,2355
838542,1548
838542,1420
838542,3521
838544,1542
838556,1396
838556,2034
838556,1417
838556,3521
838556,1397
838568,1396
838578,1635
838578,4685
838578,1544
838579,1541
838579,4684
838579,4572
838611,1534
838611,1615
838611,1596
838611,5179
838611,2355
838612,2356
838612,1501
838612,1580
838612,1544
838613,5289
838613,179
838614,180
838614,5290
838615,5288
838615,1791
838615,4634
838615,4478
838615,4707
838615,4467
838616,4492
838616,4429
838616,4479
838616,3235
838616,1865
838616,5274
838617,2341
838617,375
838617,4413
838621,180
838621,5290
838627,2528
838627,2036
838627,353
838627,4284
838627,4286
838628,4285
838628,4283
838628,1217
838628,357
838628,2527
838630,153
838630,148
838630,1705
838632,153
838632,148
838632,1705
838633,153
838633,148
838633,1705
838638,616
838638,1248
838638,708
838638,711
838638,3419
838638,2279
838638,4591
838638,3599
838638,3597
838638,3604
838638,3601
838638,3635
838638,3614
838638,3665
838638,3663
838638,1083
838639,1200
838639,3662
838639,3664
838639,1204
838639,4602
838639,3614
838639,3600
838639,3603
838639,3596
838639,3598
838639,4590
838639,2506
838639,3415
838639,2828
838639,707
838639,1819
838640,1901
838640,604
838640,708
838640,711
838640,3422
838640,4431
838640,4523
838640,3641
838640,3621
838640,1092
838641,616
838641,1248
838641,708
838641,711
838641,3419
838641,2279
838641,4591
838641,3599
838641,3597
838641,3604
838641,3601
838641,4528
838641,3720
838642,3720
838642,4529
838642,3600
838642,3603
838642,3596
838642,3598
838642,4590
838642,2506
838642,3415
838642,2828
838642,707
838642,1819
838646,1200
838646,3662
838646,3664
838646,1204
838646,3635
838646,3614
838646,3615
838646,4529
838646,3600
838646,3603
838646,3596
838646,3598
838646,4590
838646,2506
838646,3415
838646,2828
838646,707
838646,1819
838648,616
838648,1248
838648,708
838648,711
838648,3419
838648,2279
838648,4591
838648,3599
838648,3597
838648,3604
838648,3601
838648,3663
838648,1083
838649,1200
838649,3662
838649,3600
838649,3603
838649,3596
838649,3598
838649,4590
838649,2506
838649,3415
838649,2828
838649,707
838649,1819
838663,616
838663,1248
838663,708
838663,711
838663,3419
838663,2279
838663,4591
838663,3599
838663,3597
838663,3604
838663,1086
838663,4555
838663,3629
838665,616
838665,1248
838665,708
838665,711
838665,3419
838665,2279
838665,4591
838665,3599
838665,3597
838665,3604
838665,1086
838665,3632
838665,4254
838666,3628
838666,4554
838666,3617
838666,3603
838666,3596
838666,3598
838666,4590
838666,2506
838666,3415
838666,2828
838666,707
838666,1819
838668,4254
838668,3617
838668,3603
838668,3596
838668,3598
838668,4590
838668,2506
838668,3415
838668,2828
838668,707
838668,1819
838670,4423
838670,3671
838670,3065
838670,1082
838670,3707
838670,3668
838670,1979
838670,3670
838670,4597
838670,3720
838670,727
838670,3415
838672,3933
838672,2863
838672,316
838672,2816
838672,613
838672,3895
838673,3899
838673,1819
838673,2815
838673,317
838673,281
838673,3934
838674,3526
838674,546
838674,1248
838674,711
838674,3420
838675,3415
838675,2828
838675,1819
838675,1330
838675,3517
838676,3077
838676,180
838676,5290
838676,5288
838676,271
838676,281
838676,3782
838676,378
838677,2342
838677,3781
838677,2861
838677,1149
838677,5274
838677,5289
838677,179
838677,3076
838678,3415
838678,2828
838678,707
838678,606
838678,603
838678,1900
838678,4892
838678,1289
838678,2029
838678,1313
838678,637
838678,668
838678,2172
838678,675
838679,3884
838679,3415
838679,2828
838679,707
838679,603
838679,1900
838679,4892
838681,5274
838681,1759
838681,211
838681,240
838682,3412
838682,3547
838682,5297
838682,1151
838682,305
838682,3891
838682,1002
838683,396
838683,3890
838683,304
838683,2855
838683,5296
838683,1759
838683,3416
838686,815
838686,242
838686,5296
838687,180
838687,5297
838687,240
838687,814
838688,4570
838688,5296
838688,5278
838688,179
838688,3222
838688,188
838689,3221
838689,180
838689,5297
838689,4571
838689,869
838690,4894
838690,4570
838690,5296
838691,5297
838691,4571
838691,869
838691,4626
838692,2899
838692,51
838692,2274
838692,3415
838692,2828
838692,707
838692,603
838692,4892
838693,891
838693,3547
838693,5288
838693,271
838693,2863
838694,284
838694,2861
838694,1149
838694,1865
838694,5274
838694,1759
838694,1251
838695,2816
838695,952
838695,1782
838695,4894
838695,3517
838696,2899
838696,55
838696,1945
838696,2274
838696,2304
838696,3415
838696,2828
838696,707
838696,603
838696,4892
838696,1330
838696,3517
838696,508
838696,3102
838696,3514
838696,2861
838696,1149
838696,5274
838697,5288
838697,271
838697,2863
838697,3518
838697,3102
838697,509
838697,3526
838697,2953
838697,546
838697,4893
838697,604
838697,708
838697,711
838697,3421
838697,2273
838697,2305
838697,1945
838697,2871
838698,4652
838698,1819
838698,1330
838698,3517
838698,508
838698,3102
838698,3514
838698,1154
838698,5296
838698,1759
838698,15
838699,16
838699,198
838699,3547
838699,5297
838699,1151
838699,494
838699,3518
838699,3102
838699,509
838699,3526
838699,546
838699,613
838699,3895
838700,1215
838700,481
838700,3104
838700,509
838700,3526
838700,5296
838700,3801
838701,3802
838701,5297
838701,3517
838701,508
838701,3103
838701,480
838701,2035
838702,977
838702,818
838702,4381
838704,3008
838704,891
838704,1138
838704,211
838704,240
838704,3105
838704,509
838704,3526
838704,546
838704,4895
838704,554
838704,2880
838706,2528
838706,481
838706,3103
838706,509
838706,3526
838706,546
838706,4895
838706,554
838708,3899
838708,1819
838708,2815
838708,317
838708,281
838708,3934
838710,3933
838710,2863
838710,316
838710,2816
838710,613
838710,3895
838712,3933
838712,2863
838712,316
838712,2816
838712,613
838712,4652
838713,3899
838713,1819
838713,2815
838713,317
838713,281
838713,3934
838714,378
838715,3526
838715,546
838715,1248
838715,711
838715,3420
838716,3415
838716,2828
838716,1819
838716,1330
838716,3517
838717,1819
838717,1330
838717,3517
838718,1819
838718,1330
838723,116
838723,788
838724,613
838727,3077
838727,180
838727,5290
838727,5297
838728,2342
838728,2861
838728,1149
838729,3077
838729,180
838729,5290
838729,5288
838729,271
838729,281
838729,378
838730,2342
838730,2861
838730,1149
838730,5274
838730,5289
838730,179
838730,3076
838731,3077
838731,180
838731,5290
838731,5288
838731,271
838731,281
838731,378
838732,2861
838732,1149
838732,5274
838732,5289
838732,179
838732,3076
838734,1153
838734,2342
838734,2861
838734,1149
838734,5274
838734,5289
838734,179
838734,3076
838736,3077
838736,180
838736,5290
838736,5288
838736,271
838736,281
838736,378
838736,1153
838737,1153
838737,2342
838737,3781
838737,2861
838737,1149
838737,5274
838737,5289
838737,179
838737,3076
838738,1153
838738,2342
838738,2861
838738,1149
838738,5274
838738,5289
838738,179
838738,3076
838740,5296
838740,5289
838740,179
838740,3076
838741,3415
838741,2828
838741,707
838741,606
838741,603
838741,1900
838741,4892
838741,1289
838741,2029
838741,1313
838741,637
838741,668
838742,603
838742,1900
838742,4892
838743,212
838743,3547
838743,5288
838746,240
838748,5274
838748,1759
838748,211
838748,240
838750,5274
838750,1759
838750,1142
838753,788
838753,3412
838753,3547
838753,5297
838753,1151
838753,305
838753,3891
838753,1002
838754,396
838754,3890
838754,304
838754,2855
838754,5296
838754,1759
838754,3416
838755,3412
838755,3547
838755,5297
838755,1151
838755,305
838755,3891
838755,1002
838763,815
838763,242
838763,5296
838765,180
838765,5297
838765,240
838765,814
838767,5296
838768,5297
838769,603
838769,4892
838772,5274
838773,5288
838773,271
838773,2863
838773,3518
838773,3102
838774,1149
838774,5274
838775,2861
838775,4706
838775,1149
838775,5274
838777,1138
838777,3412
838777,211
838777,240
838779,469
838779,5107
838779,3906
838779,509
838779,3526
838779,547
838780,509
838780,3526
838780,546
838780,613
838780,3895
838783,16
838783,198
838783,3547
838783,5297
838783,1151
838783,494
838783,3518
838783,3102
838784,16
838784,198
838784,3547
838784,5297
838784,1151
838784,494
838784,3518
838785,3514
838785,1154
838785,5296
838785,1759
838785,15
838786,509
838786,3526
838786,546
838786,613
838786,637
838787,546
838787,613
838787,637
838788,3526
838788,546
838788,613
838788,637
838789,5288
838789,271
838789,281
838790,864
838791,509
838791,3526
838791,2816
838791,1782
838791,638
838792,864
838792,3901
838793,3802
838793,5297
838793,3517
838793,508
838793,3103
838793,480
838793,2035
838794,3802
838794,5297
838794,3517
838794,508
838794,3103
838794,480
838794,2035
838795,3802
838795,5297
838795,3517
838795,508
838796,1002
838798,977
838798,818
838798,4381
838805,546
838805,4895
838805,554
838805,2880
838807,603
838807,1061
838807,2880
838814,2528
838814,481
838814,3103
838814,509
838814,3526
838814,546
838814,4895
838814,554
838816,575
838816,977
838816,2028
838816,1330
838816,3517
838816,3105
838817,707
838817,613
838826,1629
838826,1433
838826,2034
838826,1417
838826,3521
838826,1397
838828,1635
838828,4685
838828,1544
838828,3523
838828,1418
838828,2031
838828,1495
838829,4898
838829,1547
838829,3524
838917,2276
838917,3415
838922,378
838922,864
838922,327
838922,2816
838926,5274
838926,1759
838926,211
838926,240
838933,3134
838933,5107
838933,3514
838933,317
838933,281
838933,403
838933,4706
838933,3256
838936,469
838936,5107
838936,3514
838936,317
838936,281
838936,403
838936,4706
838936,3256
838969,26
838969,5125
838969,3906
838969,319
838969,2855
838969,5296
838970,5297
838970,1151
838970,318
838970,3892
838970,27
838974,26
838974,5107
838974,3906
838974,319
838974,2855
838974,5296
838975,5297
838975,1306
838975,1151
838975,318
838975,3892
838975,1249
838975,27
838979,3891
838979,396
838979,4878
838979,4880
838979,4876
838979,4875
838979,4874
838998,1151
838998,318
838998,3892
838998,27
839000,3892
839000,27
839001,26
839001,5125
839001,3906
